station,location,date,time,Latitude,Longitude,ch_in_lab,ch_in_situ
Station P1,Romaine,2013-04-02,04:20:00,50.28000434,-63.86545803,No_values,0.4684031009674072
Station P1,Romaine,2013-04-02,04:40:00,50.28000434,-63.86545803,No_values,0.6385624408721924
Station P1,Romaine,2013-04-02,05:00:00,50.28000434,-63.86545803,No_values,0.45230984687805176
Station P1,Romaine,2013-04-02,05:20:00,50.28000434,-63.86545803,No_values,0.6123840808868408
Station P1,Romaine,2013-04-02,05:40:00,50.28000434,-63.86545803,No_values,0.5711138248443604
Station P1,Romaine,2013-04-02,06:00:00,50.28000434,-63.86545803,No_values,0.594717264175415
Station P1,Romaine,2013-04-02,06:20:00,50.28000434,-63.86545803,No_values,0.5459368228912354
Station P1,Romaine,2013-04-02,06:40:00,50.28000434,-63.86545803,No_values,0.5912125110626221
Station P1,Romaine,2013-04-02,07:00:00,50.28000434,-63.86545803,No_values,0.5200445652008057
Station P1,Romaine,2013-04-02,07:20:00,50.28000434,-63.86545803,No_values,0.44823288917541504
Station P1,Romaine,2013-04-02,07:40:00,50.28000434,-63.86545803,No_values,0.8754551410675049
Station P1,Romaine,2013-04-02,08:00:00,50.28000434,-63.86545803,No_values,0.7303297519683838
Station P1,Romaine,2013-04-02,08:20:00,50.28000434,-63.86545803,No_values,0.5198299884796143
Station P1,Romaine,2013-04-02,08:40:00,50.28000434,-63.86545803,No_values,0.512319803237915
Station P1,Romaine,2013-04-03,00:00:00,50.28000434,-63.86545803,No_values,0.6262600421905518
Station P1,Romaine,2013-04-03,00:20:00,50.28000434,-63.86545803,No_values,0.9618580341339111
Station P1,Romaine,2013-04-03,00:40:00,50.28000434,-63.86545803,No_values,1.1047661304473877
Station P1,Romaine,2013-04-03,01:00:00,50.28000434,-63.86545803,No_values,0.5063831806182861
Station P1,Romaine,2013-04-03,01:20:00,50.28000434,-63.86545803,No_values,0.5914270877838135
Station P1,Romaine,2013-04-03,01:40:00,50.28000434,-63.86545803,No_values,0.5533754825592041
Station P1,Romaine,2013-04-03,02:00:00,50.28000434,-63.86545803,No_values,0.6431400775909424
Station P1,Romaine,2013-04-03,02:20:00,50.28000434,-63.86545803,No_values,0.7820427417755127
Station P1,Romaine,2013-04-03,02:40:00,50.28000434,-63.86545803,No_values,0.9075701236724854
Station P1,Romaine,2013-04-03,03:00:00,50.28000434,-63.86545803,No_values,0.5894243717193604
Station P1,Romaine,2013-04-03,03:20:00,50.28000434,-63.86545803,No_values,0.5050241947174072
Station P1,Romaine,2013-04-03,03:40:00,50.28000434,-63.86545803,No_values,0.6914913654327393
Station P1,Romaine,2013-04-03,04:00:00,50.28000434,-63.86545803,No_values,0.5204737186431885
Station P1,Romaine,2013-04-03,04:20:00,50.28000434,-63.86545803,No_values,0.5681812763214111
Station P1,Romaine,2013-04-03,04:40:00,50.28000434,-63.86545803,No_values,0.8377611637115479
Station P1,Romaine,2013-04-03,05:00:00,50.28000434,-63.86545803,No_values,0.4966557025909424
Station P1,Romaine,2013-04-03,05:20:00,50.28000434,-63.86545803,No_values,0.9341061115264893
Station P1,Romaine,2013-04-03,05:40:00,50.28000434,-63.86545803,No_values,0.6627380847930908
Station P1,Romaine,2013-04-03,06:00:00,50.28000434,-63.86545803,No_values,0.468975305557251
Station P1,Romaine,2013-04-03,06:20:00,50.28000434,-63.86545803,No_values,0.573188066482544
Station P1,Romaine,2013-04-03,06:40:00,50.28000434,-63.86545803,No_values,0.4304230213165283
Station P1,Romaine,2013-04-03,07:00:00,50.28000434,-63.86545803,No_values,0.5656778812408447
Station P1,Romaine,2013-04-03,07:20:00,50.28000434,-63.86545803,No_values,0.6010115146636963
Station P1,Romaine,2013-04-03,07:40:00,50.28000434,-63.86545803,No_values,0.7801830768585205
Station P1,Romaine,2013-04-03,08:00:00,50.28000434,-63.86545803,No_values,0.49372315406799316
Station P1,Romaine,2013-04-03,08:20:00,50.28000434,-63.86545803,No_values,0.6419956684112549
Station P1,Romaine,2013-04-03,08:40:00,50.28000434,-63.86545803,No_values,0.7500708103179932
Station P1,Romaine,2013-04-04,00:00:00,50.28000434,-63.86545803,No_values,0.4680454730987549
Station P1,Romaine,2013-04-04,00:20:00,50.28000434,-63.86545803,No_values,0.4247009754180908
Station P1,Romaine,2013-04-04,00:40:00,50.28000434,-63.86545803,No_values,0.4890024662017822
Station P1,Romaine,2013-04-04,01:00:00,50.28000434,-63.86545803,No_values,0.7347643375396729
Station P1,Romaine,2013-04-04,01:20:00,50.28000434,-63.86545803,No_values,0.5115330219268799
Station P1,Romaine,2013-04-04,01:40:00,50.28000434,-63.86545803,No_values,0.633770227432251
Station P1,Romaine,2013-04-04,02:00:00,50.28000434,-63.86545803,No_values,0.45595765113830566
Station P1,Romaine,2013-04-04,02:20:00,50.28000434,-63.86545803,No_values,0.7078707218170166
Station P1,Romaine,2013-04-04,02:40:00,50.28000434,-63.86545803,No_values,0.6213247776031494
Station P1,Romaine,2013-04-04,03:00:00,50.28000434,-63.86545803,No_values,0.6287634372711182
Station P1,Romaine,2013-04-04,03:20:00,50.28000434,-63.86545803,No_values,0.5990087985992432
Station P1,Romaine,2013-04-04,03:40:00,50.28000434,-63.86545803,No_values,1.0853826999664307
Station P1,Romaine,2013-04-04,04:00:00,50.28000434,-63.86545803,No_values,0.7180988788604736
Station P1,Romaine,2013-04-04,04:20:00,50.28000434,-63.86545803,No_values,0.7597982883453369
Station P1,Romaine,2013-04-04,04:40:00,50.28000434,-63.86545803,No_values,0.5746901035308838
Station P1,Romaine,2013-04-04,05:00:00,50.28000434,-63.86545803,No_values,0.47269463539123535
Station P1,Romaine,2013-04-04,05:20:00,50.28000434,-63.86545803,No_values,0.48184990882873535
Station P1,Romaine,2013-04-04,05:40:00,50.28000434,-63.86545803,No_values,0.4695475101470947
Station P1,Romaine,2013-04-04,06:00:00,50.28000434,-63.86545803,No_values,0.4707634449005127
Station P1,Romaine,2013-04-04,06:20:00,50.28000434,-63.86545803,No_values,0.6505787372589111
Station P1,Romaine,2013-04-04,06:40:00,50.28000434,-63.86545803,No_values,0.5650341510772705
Station P1,Romaine,2013-04-04,07:00:00,50.28000434,-63.86545803,No_values,0.4183351993560791
Station P1,Romaine,2013-04-04,07:20:00,50.28000434,-63.86545803,No_values,0.670391321182251
Station P1,Romaine,2013-04-04,07:40:00,50.28000434,-63.86545803,No_values,0.44501423835754395
Station P1,Romaine,2013-04-04,08:00:00,50.28000434,-63.86545803,No_values,0.6042301654815674
Station P1,Romaine,2013-04-04,08:20:00,50.28000434,-63.86545803,No_values,0.6431400775909424
Station P1,Romaine,2013-04-04,08:40:00,50.28000434,-63.86545803,No_values,1.1310875415802002
Station P1,Romaine,2013-04-05,00:00:00,50.28000434,-63.86545803,No_values,0.5254805088043213
Station P1,Romaine,2013-04-05,00:20:00,50.28000434,-63.86545803,No_values,0.4405796527862549
Station P1,Romaine,2013-04-05,00:40:00,50.28000434,-63.86545803,No_values,0.6881296634674072
Station P1,Romaine,2013-04-05,01:00:00,50.28000434,-63.86545803,No_values,0.7904112339019775
Station P1,Romaine,2013-04-05,01:20:00,50.28000434,-63.86545803,No_values,0.4185497760772705
Station P1,Romaine,2013-04-05,01:40:00,50.28000434,-63.86545803,No_values,0.36833882331848145
Station P1,Romaine,2013-04-05,02:00:00,50.28000434,-63.86545803,No_values,0.9094297885894775
Station P1,Romaine,2013-04-05,02:20:00,50.28000434,-63.86545803,No_values,0.6027281284332275
Station P1,Romaine,2013-04-05,02:40:00,50.28000434,-63.86545803,No_values,0.38636326789855957
Station P1,Romaine,2013-04-05,03:00:00,50.28000434,-63.86545803,No_values,0.6190359592437744
Station P1,Romaine,2013-04-05,03:20:00,50.28000434,-63.86545803,No_values,0.6598770618438721
Station P1,Romaine,2013-04-05,03:40:00,50.28000434,-63.86545803,No_values,0.6620228290557861
Station P1,Romaine,2013-04-05,04:00:00,50.28000434,-63.86545803,No_values,0.5754053592681885
Station P1,Romaine,2013-04-05,04:20:00,50.28000434,-63.86545803,No_values,0.6259024143218994
Station P1,Romaine,2013-04-05,04:40:00,50.28000434,-63.86545803,No_values,0.5371391773223877
Station P1,Romaine,2013-04-05,05:00:00,50.28000434,-63.86545803,No_values,0.8035004138946533
Station P1,Romaine,2013-04-05,05:20:00,50.28000434,-63.86545803,No_values,0.5814850330352783
Station P1,Romaine,2013-04-05,05:40:00,50.28000434,-63.86545803,No_values,0.681692361831665
Station P1,Romaine,2013-04-05,06:00:00,50.28000434,-63.86545803,No_values,0.5668938159942627
Station P1,Romaine,2013-04-05,06:20:00,50.28000434,-63.86545803,No_values,0.5817711353302002
Station P1,Romaine,2013-04-05,06:40:00,50.28000434,-63.86545803,No_values,0.6282627582550049
Station P1,Romaine,2013-04-05,07:00:00,50.28000434,-63.86545803,No_values,0.602799654006958
Station P1,Romaine,2013-04-05,07:20:00,50.28000434,-63.86545803,No_values,0.7050096988677979
Station P1,Romaine,2013-04-05,07:40:00,50.28000434,-63.86545803,No_values,0.4796326160430908
Station P1,Romaine,2013-04-05,08:00:00,50.28000434,-63.86545803,No_values,0.35760998725891113
Station P1,Romaine,2013-04-05,08:20:00,50.28000434,-63.86545803,No_values,0.6401360034942627
Station P1,Romaine,2013-04-05,08:40:00,50.28000434,-63.86545803,No_values,0.4977285861968994
Station P1,Romaine,2013-04-06,00:00:00,50.28000434,-63.86545803,No_values,0.4861414432525635
Station P1,Romaine,2013-04-06,00:20:00,50.28000434,-63.86545803,No_values,1.2940943241119385
Station P1,Romaine,2013-04-06,00:40:00,50.28000434,-63.86545803,No_values,0.7495701313018799
Station P1,Romaine,2013-04-06,01:00:00,50.28000434,-63.86545803,No_values,0.5584537982940674
Station P1,Romaine,2013-04-06,01:20:00,50.28000434,-63.86545803,No_values,0.7466375827789307
Station P1,Romaine,2013-04-06,01:40:00,50.28000434,-63.86545803,No_values,0.36876797676086426
Station P1,Romaine,2013-04-06,02:00:00,50.28000434,-63.86545803,No_values,0.3488123416900635
Station P1,Romaine,2013-04-06,02:20:00,50.28000434,-63.86545803,No_values,0.3496706485748291
Station P1,Romaine,2013-04-06,02:40:00,50.28000434,-63.86545803,No_values,0.6593048572540283
Station P1,Romaine,2013-04-06,03:00:00,50.28000434,-63.86545803,No_values,0.7897675037384033
Station P1,Romaine,2013-04-06,03:20:00,50.28000434,-63.86545803,No_values,0.39144158363342285
Station P1,Romaine,2013-04-06,03:40:00,50.28000434,-63.86545803,No_values,0.37134289741516113
Station P1,Romaine,2013-04-06,04:00:00,50.28000434,-63.86545803,No_values,0.5463659763336182
Station P1,Romaine,2013-04-06,04:20:00,50.28000434,-63.86545803,No_values,0.3882944583892822
Station P1,Romaine,2013-04-06,04:40:00,50.28000434,-63.86545803,No_values,0.4257023334503174
Station P1,Romaine,2013-04-06,05:00:00,50.28000434,-63.86545803,No_values,1.1850178241729736
Station P1,Romaine,2013-04-06,05:20:00,50.28000434,-63.86545803,No_values,0.4887878894805908
Station P1,Romaine,2013-04-06,05:40:00,50.28000434,-63.86545803,No_values,0.4086792469024658
Station P1,Romaine,2013-04-06,06:00:00,50.28000434,-63.86545803,No_values,0.35753846168518066
Station P1,Romaine,2013-04-06,06:20:00,50.28000434,-63.86545803,No_values,0.3702700138092041
Station P1,Romaine,2013-04-06,06:40:00,50.28000434,-63.86545803,No_values,0.37291646003723145
Station P1,Romaine,2013-04-06,07:00:00,50.28000434,-63.86545803,No_values,0.42391419410705566
Station P1,Romaine,2013-04-06,07:20:00,50.28000434,-63.86545803,No_values,0.5019485950469971
Station P1,Romaine,2013-04-06,07:40:00,50.28000434,-63.86545803,No_values,0.5958616733551025
Station P1,Romaine,2013-04-06,08:00:00,50.28000434,-63.86545803,No_values,0.3973066806793213
Station P1,Romaine,2013-04-06,08:20:00,50.28000434,-63.86545803,No_values,0.4212677478790283
Station P1,Romaine,2013-04-06,08:40:00,50.28000434,-63.86545803,No_values,0.5486547946929932
Station P1,Romaine,2013-04-07,00:00:00,50.28000434,-63.86545803,No_values,0.4391491413116455
Station P1,Romaine,2013-04-07,00:20:00,50.28000434,-63.86545803,No_values,0.3639042377471924
Station P1,Romaine,2013-04-07,00:40:00,50.28000434,-63.86545803,No_values,0.8511364459991455
Station P1,Romaine,2013-04-07,01:00:00,50.28000434,-63.86545803,No_values,0.31862854957580566
Station P1,Romaine,2013-04-07,01:20:00,50.28000434,-63.86545803,No_values,0.43449997901916504
Station P1,Romaine,2013-04-07,01:40:00,50.28000434,-63.86545803,No_values,0.6181776523590088
Station P1,Romaine,2013-04-07,02:00:00,50.28000434,-63.86545803,No_values,0.4741251468658447
Station P1,Romaine,2013-04-07,02:20:00,50.28000434,-63.86545803,No_values,0.7618725299835205
Station P1,Romaine,2013-04-07,02:40:00,50.28000434,-63.86545803,No_values,0.45667290687561035
Station P1,Romaine,2013-04-07,03:00:00,50.28000434,-63.86545803,No_values,0.6153881549835205
Station P1,Romaine,2013-04-07,03:20:00,50.28000434,-63.86545803,No_values,0.7466375827789307
Station P1,Romaine,2013-04-07,03:40:00,50.28000434,-63.86545803,No_values,0.6455719470977783
Station P1,Romaine,2013-04-07,04:00:00,50.28000434,-63.86545803,No_values,0.5872070789337158
Station P1,Romaine,2013-04-07,04:20:00,50.28000434,-63.86545803,No_values,0.6996452808380127
Station P1,Romaine,2013-04-07,04:40:00,50.28000434,-63.86545803,No_values,0.7306158542633057
Station P1,Romaine,2013-04-07,05:00:00,50.28000434,-63.86545803,No_values,0.5126774311065674
Station P1,Romaine,2013-04-07,05:20:00,50.28000434,-63.86545803,No_values,0.39966702461242676
Station P1,Romaine,2013-04-07,05:40:00,50.28000434,-63.86545803,No_values,0.4980146884918213
Station P1,Romaine,2013-04-07,06:00:00,50.28000434,-63.86545803,No_values,0.38293004035949707
Station P1,Romaine,2013-04-07,06:20:00,50.28000434,-63.86545803,No_values,0.4312098026275635
Station P1,Romaine,2013-04-07,06:40:00,50.28000434,-63.86545803,No_values,0.751572847366333
Station P1,Romaine,2013-04-07,07:00:00,50.28000434,-63.86545803,No_values,0.5663931369781494
Station P1,Romaine,2013-04-07,07:20:00,50.28000434,-63.86545803,No_values,0.5368530750274658
Station P1,Romaine,2013-04-07,07:40:00,50.28000434,-63.86545803,No_values,0.5834877490997314
Station P1,Romaine,2013-04-07,08:00:00,50.28000434,-63.86545803,No_values,0.49558281898498535
Station P1,Romaine,2013-04-07,08:20:00,50.28000434,-63.86545803,No_values,0.6780445575714111
Station P1,Romaine,2013-04-07,08:40:00,50.28000434,-63.86545803,No_values,0.6662428379058838
Station P1,Romaine,2013-04-08,00:00:00,50.28000434,-63.86545803,No_values,0.441509485244751
Station P1,Romaine,2013-04-08,00:20:00,50.28000434,-63.86545803,No_values,0.4535973072052002
Station P1,Romaine,2013-04-08,00:40:00,50.28000434,-63.86545803,No_values,0.3906548023223877
Station P1,Romaine,2013-04-08,01:00:00,50.28000434,-63.86545803,No_values,0.3410160541534424
Station P1,Romaine,2013-04-08,01:20:00,50.28000434,-63.86545803,No_values,0.40360093116760254
Station P1,Romaine,2013-04-08,01:40:00,50.28000434,-63.86545803,No_values,0.4162609577178955
Station P1,Romaine,2013-04-08,02:00:00,50.28000434,-63.86545803,No_values,0.47906041145324707
Station P1,Romaine,2013-04-08,02:20:00,50.28000434,-63.86545803,No_values,0.7315456867218018
Station P1,Romaine,2013-04-08,02:40:00,50.28000434,-63.86545803,No_values,0.3867208957672119
Station P1,Romaine,2013-04-08,03:00:00,50.28000434,-63.86545803,No_values,0.5259811878204346
Station P1,Romaine,2013-04-08,03:20:00,50.28000434,-63.86545803,No_values,0.40245652198791504
Station P1,Romaine,2013-04-08,03:40:00,50.28000434,-63.86545803,No_values,0.5334198474884033
Station P1,Romaine,2013-04-08,04:00:00,50.28000434,-63.86545803,No_values,0.492936372756958
Station P1,Romaine,2013-04-08,04:20:00,50.28000434,-63.86545803,No_values,0.8784592151641846
Station P1,Romaine,2013-04-08,04:40:00,50.28000434,-63.86545803,No_values,0.544363260269165
Station P1,Romaine,2013-04-08,05:00:00,50.28000434,-63.86545803,No_values,0.40560364723205566
Station P1,Romaine,2013-04-08,05:20:00,50.28000434,-63.86545803,No_values,0.34731030464172363
Station P1,Romaine,2013-04-08,05:40:00,50.28000434,-63.86545803,No_values,0.577765703201294
Station P1,Romaine,2013-04-08,06:00:00,50.28000434,-63.86545803,No_values,0.5958616733551025
Station P1,Romaine,2013-04-08,06:20:00,50.28000434,-63.86545803,No_values,0.6661713123321533
Station P1,Romaine,2013-04-08,06:40:00,50.28000434,-63.86545803,No_values,0.4867851734161377
Station P1,Romaine,2013-04-08,07:00:00,50.28000434,-63.86545803,No_values,0.5136072635650635
Station P1,Romaine,2013-04-08,07:20:00,50.28000434,-63.86545803,No_values,0.6125986576080322
Station P1,Romaine,2013-04-08,07:40:00,50.28000434,-63.86545803,No_values,0.5138218402862549
Station P1,Romaine,2013-04-08,08:00:00,50.28000434,-63.86545803,No_values,0.6040871143341064
Station P1,Romaine,2013-04-08,08:20:00,50.28000434,-63.86545803,No_values,0.43357014656066895
Station P1,Romaine,2013-04-08,08:40:00,50.28000434,-63.86545803,No_values,0.7275402545928955
Station P1,Romaine,2013-04-09,00:00:00,50.28000434,-63.86545803,No_values,0.5713284015655518
Station P1,Romaine,2013-04-09,00:20:00,50.28000434,-63.86545803,No_values,0.5514442920684814
Station P1,Romaine,2013-04-09,00:40:00,50.28000434,-63.86545803,No_values,0.7522165775299072
Station P1,Romaine,2013-04-09,01:00:00,50.28000434,-63.86545803,No_values,0.47455430030822754
Station P1,Romaine,2013-04-09,01:20:00,50.28000434,-63.86545803,No_values,0.6111681461334229
Station P1,Romaine,2013-04-09,01:40:00,50.28000434,-63.86545803,No_values,0.5382835865020752
Station P1,Romaine,2013-04-09,02:00:00,50.28000434,-63.86545803,No_values,0.35417675971984863
Station P1,Romaine,2013-04-09,02:20:00,50.28000434,-63.86545803,No_values,0.4593193531036377
Station P1,Romaine,2013-04-09,02:40:00,50.28000434,-63.86545803,No_values,0.40932297706604004
Station P1,Romaine,2013-04-09,03:00:00,50.28000434,-63.86545803,No_values,0.47448277473449707
Station P1,Romaine,2013-04-09,03:20:00,50.28000434,-63.86545803,No_values,0.5148231983184814
Station P1,Romaine,2013-04-09,03:40:00,50.28000434,-63.86545803,No_values,0.5380690097808838
Station P1,Romaine,2013-04-09,04:00:00,50.28000434,-63.86545803,No_values,0.5935728549957275
Station P1,Romaine,2013-04-09,04:20:00,50.28000434,-63.86545803,No_values,0.47748684883117676
Station P1,Romaine,2013-04-09,04:40:00,50.28000434,-63.86545803,No_values,0.314408540725708
Station P1,Romaine,2013-04-09,05:00:00,50.28000434,-63.86545803,No_values,0.29438138008117676
Station P1,Romaine,2013-04-09,05:20:00,50.28000434,-63.86545803,No_values,0.7633745670318604
Station P1,Romaine,2013-04-09,05:40:00,50.28000434,-63.86545803,No_values,1.140671968460083
Station P1,Romaine,2013-04-09,06:00:00,50.28000434,-63.86545803,No_values,0.4322826862335205
Station P1,Romaine,2013-04-09,06:20:00,50.28000434,-63.86545803,No_values,0.47197937965393066
Station P1,Romaine,2013-04-09,06:40:00,50.28000434,-63.86545803,No_values,0.3208458423614502
Station P1,Romaine,2013-04-09,07:00:00,50.28000434,-63.86545803,No_values,0.7684528827667236
Station P1,Romaine,2013-04-09,07:20:00,50.28000434,-63.86545803,No_values,0.3668367862701416
Station P1,Romaine,2013-04-09,07:40:00,50.28000434,-63.86545803,No_values,0.6545841693878174
Station P1,Romaine,2013-04-09,08:00:00,50.28000434,-63.86545803,No_values,0.4076063632965088
Station P1,Romaine,2013-04-09,08:20:00,50.28000434,-63.86545803,No_values,0.3985941410064697
Station P1,Romaine,2013-04-09,08:40:00,50.28000434,-63.86545803,No_values,0.3695547580718994
Station P1,Romaine,2013-04-10,00:00:00,50.28000434,-63.86545803,No_values,0.3858625888824463
Station P1,Romaine,2013-04-10,00:20:00,50.28000434,-63.86545803,No_values,0.4073917865753174
Station P1,Romaine,2013-04-10,00:40:00,50.28000434,-63.86545803,No_values,0.2762138843536377
Station P1,Romaine,2013-04-10,01:00:00,50.28000434,-63.86545803,No_values,0.3562510013580322
Station P1,Romaine,2013-04-10,01:20:00,50.28000434,-63.86545803,No_values,0.3805696964263916
Station P1,Romaine,2013-04-10,01:40:00,50.28000434,-63.86545803,No_values,0.340801477432251
Station P1,Romaine,2013-04-10,02:00:00,50.28000434,-63.86545803,No_values,0.609666109085083
Station P1,Romaine,2013-04-10,02:20:00,50.28000434,-63.86545803,No_values,0.5982935428619385
Station P1,Romaine,2013-04-10,02:40:00,50.28000434,-63.86545803,No_values,0.41955113410949707
Station P1,Romaine,2013-04-10,03:00:00,50.28000434,-63.86545803,No_values,0.4041016101837158
Station P1,Romaine,2013-04-10,03:20:00,50.28000434,-63.86545803,No_values,0.398021936416626
Station P1,Romaine,2013-04-10,03:40:00,50.28000434,-63.86545803,No_values,0.4480898380279541
Station P1,Romaine,2013-04-10,04:00:00,50.28000434,-63.86545803,No_values,1.0626375675201416
Station P1,Romaine,2013-04-10,04:20:00,50.28000434,-63.86545803,No_values,0.9648621082305908
Station P1,Romaine,2013-04-10,04:40:00,50.28000434,-63.86545803,No_values,0.3473818302154541
Station P1,Romaine,2013-04-10,05:00:00,50.28000434,-63.86545803,No_values,1.5394270420074463
Station P1,Romaine,2013-04-10,05:20:00,50.28000434,-63.86545803,No_values,0.3717005252838135
Station P1,Romaine,2013-04-10,05:40:00,50.28000434,-63.86545803,No_values,0.3469526767730713
Station P1,Romaine,2013-04-10,06:00:00,50.28000434,-63.86545803,No_values,0.45831799507141113
Station P1,Romaine,2013-04-10,06:20:00,50.28000434,-63.86545803,No_values,0.3696262836456299
Station P1,Romaine,2013-04-10,06:40:00,50.28000434,-63.86545803,No_values,0.36218762397766113
Station P1,Romaine,2013-04-10,07:00:00,50.28000434,-63.86545803,No_values,0.3629028797149658
Station P1,Romaine,2013-04-10,07:20:00,50.28000434,-63.86545803,No_values,0.5048811435699463
Station P1,Romaine,2013-04-10,07:40:00,50.28000434,-63.86545803,No_values,0.29051899909973145
Station P1,Romaine,2013-04-10,08:00:00,50.28000434,-63.86545803,No_values,0.3068268299102783
Station P1,Romaine,2013-04-10,08:20:00,50.28000434,-63.86545803,No_values,0.38622021675109863
Station P1,Romaine,2013-04-10,08:40:00,50.28000434,-63.86545803,No_values,0.47319531440734863
Station P1,Romaine,2013-04-11,00:00:00,50.28000434,-63.86545803,No_values,0.45602917671203613
Station P1,Romaine,2013-04-11,00:20:00,50.28000434,-63.86545803,No_values,0.5357086658477783
Station P1,Romaine,2013-04-11,00:40:00,50.28000434,-63.86545803,No_values,0.4771292209625244
Station P1,Romaine,2013-04-11,01:00:00,50.28000434,-63.86545803,No_values,0.44730305671691895
Station P1,Romaine,2013-04-11,01:20:00,50.28000434,-63.86545803,No_values,0.3389418125152588
Station P1,Romaine,2013-04-11,01:40:00,50.28000434,-63.86545803,No_values,0.61073899269104
Station P1,Romaine,2013-04-11,02:00:00,50.28000434,-63.86545803,No_values,0.4233419895172119
Station P1,Romaine,2013-04-11,02:20:00,50.28000434,-63.86545803,No_values,0.3465235233306885
Station P1,Romaine,2013-04-11,02:40:00,50.28000434,-63.86545803,No_values,0.44687390327453613
Station P1,Romaine,2013-04-11,03:00:00,50.28000434,-63.86545803,No_values,0.5862057209014893
Station P1,Romaine,2013-04-11,03:20:00,50.28000434,-63.86545803,No_values,0.42513012886047363
Station P1,Romaine,2013-04-11,03:40:00,50.28000434,-63.86545803,No_values,0.48800110816955566
Station P1,Romaine,2013-04-11,04:00:00,50.28000434,-63.86545803,No_values,0.632554292678833
Station P1,Romaine,2013-04-11,04:20:00,50.28000434,-63.86545803,No_values,0.43764710426330566
